E06515 Freatisch;
Grondwaterstand ophooglaag (ca. 0-4m -mv);;
Locatie;E06515;
Adres;Rembrandtsplein;
Status;Actief;
Straathoogte;1,28;m + NAP
Bovenkant buis;1,15;m + NAP
Top filter;-0,28;m + NAP
Bodem filter;-1,28;m + NAP
Diameter filter;51;mm
x-coördinaat;121657;
y-coördinaat;486608;
;;
;;
datum;meting NAP;
2022-02-04 10:17;-0,32;
2021-12-29 11:32;-0,26;
2021-10-04 10:53;-0,25;
2021-07-27 09:03;-0,35;
2021-05-26 08:54;-0,13;
2021-03-25 11:03;-0,28;
2021-01-27 09:25;-0,20;
2020-11-18 07:52;-0,22;
2020-10-01 10:01;-0,10;
2020-07-28 09:49;-0,22;
2020-05-07 10:58;-0,39;
2020-03-30 08:09;-0,34;
2020-02-14 09:09;-0,23;
2019-12-02 12:43;-0,26;
2019-09-18 12:05;-0,31;
2019-08-07 10:18;-0,32;
2019-06-14 07:34;-0,24;
2019-03-28 10:27;-0,20;
2019-02-01 08:28;-0,13;
2018-12-17 10:29;-0,16;
2018-10-23 11:57;-0,34;
2018-07-25 08:18;-0,46;
2018-05-31 11:08;-0,27;
2018-04-06 08:51;-0,17;
2018-02-02 09:29;-0,11;
2017-10-05 07:18;-0,16;
2017-08-15 06:57;-0,24;
2017-07-06 08:22;-0,27;
2017-01-05 07:39;-0,41;
2016-10-11 11:05;-0,39;
2016-10-03 08:11;-0,20;
2016-10-03 00:00;-0,20;
2016-08-17 12:00;-0,20;
2016-08-16 12:00;-0,20;
2016-06-22 10:27;-0,17;
2016-04-21 09:16;-0,29;
2016-02-10 09:39;-0,06;
2015-12-08 09:24;-0,09;
2015-09-02 07:38;-0,13;
2015-07-02 09:23;-0,32;
2015-05-13 10:16;-0,27;
2015-03-17 10:39;-0,25;
2015-02-11 10:14;-0,20;
2014-09-16 09:38;-0,28;
2014-07-15 09:33;-0,25;
2014-05-22 07:59;-0,22;
2014-03-21 09:53;-0,26;
2014-01-07 10:23;-0,23;
2013-11-07 11:07;0,06;
2013-09-24 08:58;-0,11;
2013-07-16 08:58;-0,25;
2013-03-25 08:40;-0,29;
2013-02-21 10:20;-0,22;
2012-12-24 11:29;-0,07;
2012-10-10 07:30;-0,12;
2012-09-26 11:31;-0,11;
2012-07-24 07:05;-0,03;
2012-05-11 08:14;-0,23;
2012-03-29 12:09;-0,30;
2012-02-15 09:47;-0,31;
2011-12-20 10:13;-0,08;
2011-11-16 09:39;-0,30;
2011-10-02 06:45;-0,24;
2011-09-19 11:57;-0,15;
2011-08-30 07:39;0,01;
2011-06-03 05:53;-0,39;
2011-03-22 16:39;-0,32;
2011-02-07 11:31;-0,25;
2010-10-28 06:22;-0,10;
2010-09-23 08:36;-0,07;
2010-07-01 08:28;-0,34;
2010-05-27 08:43;-0,27;
2010-03-31 09:45;-0,13;
2010-01-19 11:02;-0,23;
2009-10-15 11:20;-0,21;
2009-06-04 12:32;-0,24;
2009-02-11 08:46;-0,18;
2008-11-06 12:00;-0,25;
2008-09-18 12:00;-0,21;
2008-04-21 12:00;-0,15;
2008-03-05 12:00;-0,25;
2007-11-27 12:00;-0,33;
2007-10-09 12:00;-0,04;
2007-06-20 12:00;-0,04;
2007-04-20 12:00;-0,26;
2007-01-22 12:00;-0,22;
2006-12-12 12:00;-0,06;
2006-11-09 12:00;-0,25;
2006-10-17 12:00;-0,52;
2006-10-03 12:00;-0,21;
2006-08-02 12:00;-0,14;
2006-06-26 12:00;-0,26;
2006-04-25 12:00;-0,18;
2006-03-07 12:00;-0,16;
2006-01-24 12:00;-0,21;
2005-12-15 12:00;-0,11;
2005-11-10 12:00;-0,19;
2005-09-16 12:00;-0,15;
2005-07-05 12:00;0,04;
2005-05-19 12:00;-0,21;
2005-03-29 12:00;-0,18;
2005-02-02 12:00;-0,20;
2004-11-02 12:00;-0,18;
2004-09-20 12:00;-0,19;
2004-07-07 12:00;-0,06;
2004-05-12 12:00;-0,22;
2004-03-29 12:00;-0,04;
2003-11-25 12:00;-0,11;
2003-10-21 12:00;-0,21;
2003-09-04 12:00;-0,37;
2003-07-23 12:00;-0,26;
2003-04-28 12:00;-0,27;
2003-03-12 12:00;-0,23;
2002-12-06 12:00;-0,11;
2002-09-30 12:00;-0,27;
2002-08-01 12:00;-0,09;
2002-03-19 12:00;0,39;
2001-11-26 12:00;0,13;
2001-10-01 12:00;0,03;
2001-06-05 12:00;-0,16;
2001-04-09 12:00;-0,07;
2001-02-14 12:00;0,04;
2000-12-06 12:00;-0,02;
2000-10-03 12:00;-0,12;
2000-07-24 12:00;-0,12;
2000-06-19 12:00;-0,12;
2000-03-29 12:00;-0,11;
1999-11-23 12:00;-0,08;
1999-09-07 12:00;-0,32;
1999-07-05 12:00;-0,09;
1999-04-27 12:00;-0,09;
1999-03-10 12:00;0,09;
1998-12-01 12:00;-0,12;
1998-09-22 12:00;0,01;
1998-07-10 12:00;-0,11;
1998-05-06 12:00;-0,14;
1998-02-05 12:00;-0,21;
1997-12-10 12:00;-0,23;
1997-11-26 12:00;-0,29;
1997-09-17 12:00;-0,16;
1997-07-07 12:00;-0,04;
1997-06-11 12:00;-0,18;
1997-03-04 12:00;-0,11;
1997-01-31 12:00;-0,37;
1996-11-07 12:00;-0,19;
1996-09-11 12:00;-0,27;
1996-07-18 12:00;-0,40;
1996-05-20 12:00;-0,36;
1996-02-21 12:00;-0,41;
1996-01-09 12:00;-0,43;
1995-12-19 12:00;-0,43;
1995-10-30 12:00;-0,31;
1995-08-25 12:00;-0,22;
1995-06-09 12:00;-0,13;
1995-04-10 12:00;-0,14;
1995-01-31 12:00;0,00;
1994-12-13 12:00;-0,10;
1994-11-03 12:00;0,07;
1994-08-24 12:00;-0,25;
1994-06-06 12:00;-0,10;
1994-04-05 12:00;0,12;
1994-01-31 12:00;-0,06;
1993-11-08 12:00;-0,20;
1993-08-24 12:00;-0,19;
1993-06-09 12:00;-0,17;
1993-04-05 12:00;-0,29;
1993-01-25 12:00;-0,03;
1992-11-02 12:00;-0,02;
1992-09-21 12:00;-0,15;
1992-07-20 12:00;-0,15;
1992-05-18 12:00;-0,13;
1992-03-17 12:00;-0,25;
1992-01-30 12:00;-0,28;
1991-10-28 12:00;-0,12;
1991-08-14 12:00;-0,23;
1991-01-18 00:00;-0,10;
